task_id,task_name,episode_idx,success,steps,max_steps
1,put both the cream cheese box and the butter in the basket,12,True,254,530
1,put both the cream cheese box and the butter in the basket,13,True,244,530
1,put both the cream cheese box and the butter in the basket,14,True,254,530
1,put both the cream cheese box and the butter in the basket,15,True,273,530
1,put both the cream cheese box and the butter in the basket,16,True,249,530
1,put both the cream cheese box and the butter in the basket,17,True,264,530
1,put both the cream cheese box and the butter in the basket,18,True,255,530
1,put both the cream cheese box and the butter in the basket,19,True,269,530
2,turn on the stove and put the moka pot on it,0,True,234,530
2,turn on the stove and put the moka pot on it,1,True,292,530
2,turn on the stove and put the moka pot on it,2,True,262,530
2,turn on the stove and put the moka pot on it,3,True,243,530
2,turn on the stove and put the moka pot on it,4,True,254,530
2,turn on the stove and put the moka pot on it,5,True,255,530
2,turn on the stove and put the moka pot on it,6,True,263,530
2,turn on the stove and put the moka pot on it,7,True,247,530
2,turn on the stove and put the moka pot on it,8,True,257,530
2,turn on the stove and put the moka pot on it,9,True,262,530
2,turn on the stove and put the moka pot on it,10,True,273,530
2,turn on the stove and put the moka pot on it,11,True,244,530
2,turn on the stove and put the moka pot on it,12,True,240,530
2,turn on the stove and put the moka pot on it,13,True,244,530
2,turn on the stove and put the moka pot on it,14,True,248,530
2,turn on the stove and put the moka pot on it,15,True,237,530
2,turn on the stove and put the moka pot on it,16,False,530,530
2,turn on the stove and put the moka pot on it,17,True,239,530
2,turn on the stove and put the moka pot on it,18,True,255,530
2,turn on the stove and put the moka pot on it,19,True,236,530
3,put the black bowl in the bottom drawer of the cabinet and close it,0,True,215,530
3,put the black bowl in the bottom drawer of the cabinet and close it,1,True,225,530
3,put the black bowl in the bottom drawer of the cabinet and close it,2,True,310,530
3,put the black bowl in the bottom drawer of the cabinet and close it,3,False,530,530
3,put the black bowl in the bottom drawer of the cabinet and close it,4,True,231,530
3,put the black bowl in the bottom drawer of the cabinet and close it,5,True,213,530
3,put the black bowl in the bottom drawer of the cabinet and close it,6,True,219,530
3,put the black bowl in the bottom drawer of the cabinet and close it,7,True,217,530
3,put the black bowl in the bottom drawer of the cabinet and close it,8,True,231,530
3,put the black bowl in the bottom drawer of the cabinet and close it,9,True,216,530
3,put the black bowl in the bottom drawer of the cabinet and close it,10,True,236,530
3,put the black bowl in the bottom drawer of the cabinet and close it,11,True,218,530
3,put the black bowl in the bottom drawer of the cabinet and close it,12,True,221,530
3,put the black bowl in the bottom drawer of the cabinet and close it,13,False,530,530
3,put the black bowl in the bottom drawer of the cabinet and close it,14,True,227,530
3,put the black bowl in the bottom drawer of the cabinet and close it,15,True,231,530
3,put the black bowl in the bottom drawer of the cabinet and close it,16,True,275,530
3,put the black bowl in the bottom drawer of the cabinet and close it,17,True,201,530
3,put the black bowl in the bottom drawer of the cabinet and close it,18,True,217,530
3,put the black bowl in the bottom drawer of the cabinet and close it,19,False,530,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,0,True,248,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,1,True,224,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,2,True,271,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,3,True,242,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,4,True,249,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,5,True,234,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,6,True,231,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,7,True,237,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,8,True,229,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,9,True,257,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,10,True,235,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,11,True,246,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,12,True,242,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,13,True,234,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,14,True,239,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,15,True,253,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,16,True,244,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,17,True,236,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,18,True,236,530
4,put the white mug on the left plate and put the yellow and white mug on the right plate,19,True,243,530
5,pick up the book and place it in the back compartment of the caddy,0,True,175,530
5,pick up the book and place it in the back compartment of the caddy,1,True,174,530
5,pick up the book and place it in the back compartment of the caddy,2,True,181,530
5,pick up the book and place it in the back compartment of the caddy,3,True,205,530
5,pick up the book and place it in the back compartment of the caddy,4,True,175,530
5,pick up the book and place it in the back compartment of the caddy,5,True,169,530
5,pick up the book and place it in the back compartment of the caddy,6,True,165,530
5,pick up the book and place it in the back compartment of the caddy,7,True,192,530
5,pick up the book and place it in the back compartment of the caddy,8,True,182,530
5,pick up the book and place it in the back compartment of the caddy,9,True,182,530
5,pick up the book and place it in the back compartment of the caddy,10,True,177,530
5,pick up the book and place it in the back compartment of the caddy,11,True,161,530
5,pick up the book and place it in the back compartment of the caddy,12,True,166,530
5,pick up the book and place it in the back compartment of the caddy,13,True,153,530
5,pick up the book and place it in the back compartment of the caddy,14,True,181,530
5,pick up the book and place it in the back compartment of the caddy,15,True,162,530
5,pick up the book and place it in the back compartment of the caddy,16,True,158,530
5,pick up the book and place it in the back compartment of the caddy,17,True,194,530
5,pick up the book and place it in the back compartment of the caddy,18,False,530,530
5,pick up the book and place it in the back compartment of the caddy,19,True,194,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,0,True,223,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,1,True,223,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,2,True,224,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,3,True,206,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,4,True,227,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,5,True,221,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,6,True,234,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,7,True,224,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,8,True,227,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,9,True,280,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,10,True,228,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,11,True,222,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,12,True,221,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,13,True,226,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,14,False,530,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,15,True,228,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,16,True,227,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,17,True,224,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,18,True,220,530
6,put the white mug on the plate and put the chocolate pudding to the right of the plate,19,True,220,530
7,put both the alphabet soup and the cream cheese box in the basket,0,True,258,530
7,put both the alphabet soup and the cream cheese box in the basket,1,True,273,530
7,put both the alphabet soup and the cream cheese box in the basket,2,True,270,530
7,put both the alphabet soup and the cream cheese box in the basket,3,True,271,530
7,put both the alphabet soup and the cream cheese box in the basket,4,True,313,530
7,put both the alphabet soup and the cream cheese box in the basket,5,True,257,530
7,put both the alphabet soup and the cream cheese box in the basket,6,True,265,530
7,put both the alphabet soup and the cream cheese box in the basket,7,True,271,530
7,put both the alphabet soup and the cream cheese box in the basket,8,True,276,530
7,put both the alphabet soup and the cream cheese box in the basket,9,True,252,530
7,put both the alphabet soup and the cream cheese box in the basket,10,True,261,530
7,put both the alphabet soup and the cream cheese box in the basket,11,True,268,530
7,put both the alphabet soup and the cream cheese box in the basket,12,True,253,530
7,put both the alphabet soup and the cream cheese box in the basket,13,True,241,530
7,put both the alphabet soup and the cream cheese box in the basket,14,True,276,530
7,put both the alphabet soup and the cream cheese box in the basket,15,True,261,530
7,put both the alphabet soup and the cream cheese box in the basket,16,True,249,530
7,put both the alphabet soup and the cream cheese box in the basket,17,True,259,530
7,put both the alphabet soup and the cream cheese box in the basket,18,True,237,530
7,put both the alphabet soup and the cream cheese box in the basket,19,True,255,530
8,put both moka pots on the stove,0,True,387,530
8,put both moka pots on the stove,1,True,356,530
8,put both moka pots on the stove,2,True,389,530
8,put both moka pots on the stove,3,True,366,530
8,put both moka pots on the stove,4,False,530,530
8,put both moka pots on the stove,5,True,395,530
8,put both moka pots on the stove,6,True,389,530
8,put both moka pots on the stove,7,True,398,530
8,put both moka pots on the stove,8,True,435,530
8,put both moka pots on the stove,9,False,530,530
8,put both moka pots on the stove,10,True,349,530
8,put both moka pots on the stove,11,True,393,530
8,put both moka pots on the stove,12,True,527,530
8,put both moka pots on the stove,13,False,530,530
8,put both moka pots on the stove,14,True,411,530
8,put both moka pots on the stove,15,True,453,530
8,put both moka pots on the stove,16,True,356,530
8,put both moka pots on the stove,17,True,415,530
8,put both moka pots on the stove,18,True,420,530
8,put both moka pots on the stove,19,True,366,530
9,put the yellow and white mug in the microwave and close it,0,True,237,530
9,put the yellow and white mug in the microwave and close it,1,True,273,530
9,put the yellow and white mug in the microwave and close it,2,False,530,530
9,put the yellow and white mug in the microwave and close it,3,True,281,530
9,put the yellow and white mug in the microwave and close it,4,True,460,530
9,put the yellow and white mug in the microwave and close it,5,True,248,530
9,put the yellow and white mug in the microwave and close it,6,True,251,530
9,put the yellow and white mug in the microwave and close it,7,False,530,530
9,put the yellow and white mug in the microwave and close it,8,False,530,530
9,put the yellow and white mug in the microwave and close it,9,True,264,530
9,put the yellow and white mug in the microwave and close it,10,False,530,530
9,put the yellow and white mug in the microwave and close it,11,True,421,530
9,put the yellow and white mug in the microwave and close it,12,True,461,530
9,put the yellow and white mug in the microwave and close it,13,True,249,530
9,put the yellow and white mug in the microwave and close it,14,True,263,530
9,put the yellow and white mug in the microwave and close it,15,True,248,530
9,put the yellow and white mug in the microwave and close it,16,True,279,530
9,put the yellow and white mug in the microwave and close it,17,True,254,530
9,put the yellow and white mug in the microwave and close it,18,False,530,530
9,put the yellow and white mug in the microwave and close it,19,False,530,530
